,hospital_id,year,staff_group,prod_hrs,prodhrs_adjptday
535,106071018,2009,Contracted Registry Nursing,60535,0.92
536,106071018,2009,Contracted Other,6717,0.1
537,106071018,2009,Daily Cost Centers,722966,11.04
538,106071018,2009,Ambulatory Cost Centers,159717,2.44
539,106071018,2009,Ancillary Cost Centers,686282,10.48
540,106071018,2009,Education Cost Centers,2689,0.04
541,106071018,2009,General Services Cost Centers,369055,5.63
542,106071018,2009,Fiscal Services Cost Centers,0,0.0
543,106071018,2009,Administrative Services Cost Centers,138674,2.12
544,106074017,2009,Management & Supervision,139374,4.06
545,106074017,2009,Technician & Specialist,235265,6.85
546,106074017,2009,Registered Nurse,350242,10.2
547,106074017,2009,Licensed Vocational Nurse,4311,0.13
548,106074017,2009,Aides & Orderlies,56477,1.64
549,106074017,2009,Clerical & Other Administrative,261251,7.6
550,106074017,2009,Environmental & Food Services,95131,2.77
551,106074017,2009,Other,10194,0.3
552,106074017,2009,Contracted Registry Nursing,9233,0.27
553,106074017,2009,Contracted Other,1026,0.03
554,106074017,2009,Daily Cost Centers,299320,8.71
555,106074017,2009,Ambulatory Cost Centers,74197,2.16
556,106074017,2009,Ancillary Cost Centers,376141,10.95
557,106074017,2009,Education Cost Centers,0,0.0
558,106074017,2009,General Services Cost Centers,203279,5.92
559,106074017,2009,Fiscal Services Cost Centers,105545,3.07
560,106074017,2009,Administrative Services Cost Centers,104022,3.03
561,106074039,2009,Management & Supervision,18632,0.87
562,106074039,2009,Technician & Specialist,131637,6.13
563,106074039,2009,Registered Nurse,56627,2.64
564,106074039,2009,Licensed Vocational Nurse,16934,0.79
565,106074039,2009,Aides & Orderlies,0,0.0
566,106074039,2009,Clerical & Other Administrative,39867,1.86
567,106074039,2009,Environmental & Food Services,23807,1.11
568,106074039,2009,Other,3306,0.15
569,106074039,2009,Contracted Registry Nursing,0,0.0
570,106074039,2009,Contracted Other,2167,0.1
571,106074039,2009,Daily Cost Centers,165057,7.68
572,106074039,2009,Ambulatory Cost Centers,29046,1.35
573,106074039,2009,Ancillary Cost Centers,2727,0.13
574,106074039,2009,Education Cost Centers,0,0.0
575,106074039,2009,General Services Cost Centers,42069,1.96
576,106074039,2009,Fiscal Services Cost Centers,20228,0.94
577,106074039,2009,Administrative Services Cost Centers,33850,1.58
578,106074097,2009,Management & Supervision,0,0.0
579,106074097,2009,Technician & Specialist,0,0.0
580,106074097,2009,Registered Nurse,768748,26.11
581,106074097,2009,Licensed Vocational Nurse,53,0.0
582,106074097,2009,Aides & Orderlies,11195,0.38
583,106074097,2009,Clerical & Other Administrative,0,0.0
584,106074097,2009,Environmental & Food Services,0,0.0
585,106074097,2009,Other,1423228,48.33
586,106074097,2009,Contracted Registry Nursing,2259,0.08
587,106074097,2009,Contracted Other,2390,0.08
588,106074097,2009,Daily Cost Centers,937301,31.83
589,106074097,2009,Ambulatory Cost Centers,0,0.0
590,106074097,2009,Ancillary Cost Centers,291180,9.89
591,106074097,2009,Education Cost Centers,0,0.0
592,106074097,2009,General Services Cost Centers,486648,16.53
593,106074097,2009,Fiscal Services Cost Centers,0,0.0
594,106074097,2009,Administrative Services Cost Centers,488054,16.57
595,106084001,2009,Management & Supervision,100061,4.41
596,106084001,2009,Technician & Specialist,111264,4.9
597,106084001,2009,Registered Nurse,156272,6.89
598,106084001,2009,Licensed Vocational Nurse,20803,0.92
599,106084001,2009,Aides & Orderlies,21651,0.95
600,106084001,2009,Clerical & Other Administrative,180682,7.96
601,106084001,2009,Environmental & Food Services,83155,3.66
602,106084001,2009,Other,59772,2.63
603,106084001,2009,Contracted Registry Nursing,16677,0.73
604,106084001,2009,Contracted Other,0,0.0
605,106084001,2009,Daily Cost Centers,122504,5.4
606,106084001,2009,Ambulatory Cost Centers,179401,7.9
607,106084001,2009,Ancillary Cost Centers,147194,6.49
608,106084001,2009,Education Cost Centers,0,0.0
609,106084001,2009,General Services Cost Centers,153872,6.78
610,106084001,2009,Fiscal Services Cost Centers,64738,2.85
611,106084001,2009,Administrative Services Cost Centers,82628,3.64
612,106090793,2009,Management & Supervision,93437,1.68
613,106090793,2009,Technician & Specialist,272882,4.9
614,106090793,2009,Registered Nurse,214413,3.85
615,106090793,2009,Licensed Vocational Nurse,16466,0.3
616,106090793,2009,Aides & Orderlies,120299,2.16
617,106090793,2009,Clerical & Other Administrative,471266,8.46
618,106090793,2009,Environmental & Food Services,90678,1.63
619,106090793,2009,Other,54330,0.98
620,106090793,2009,Contracted Registry Nursing,4093,0.07
621,106090793,2009,Contracted Other,11896,0.21
622,106090793,2009,Daily Cost Centers,220433,3.96
623,106090793,2009,Ambulatory Cost Centers,154825,2.78
624,106090793,2009,Ancillary Cost Centers,239922,4.31
625,106090793,2009,Education Cost Centers,0,0.0
626,106090793,2009,General Services Cost Centers,243478,4.37
627,106090793,2009,Fiscal Services Cost Centers,103065,1.85
628,106090793,2009,Administrative Services Cost Centers,121872,2.19
629,106090933,2009,Management & Supervision,160613,2.99
630,106090933,2009,Technician & Specialist,572414,10.66
631,106090933,2009,Registered Nurse,406663,7.57
632,106090933,2009,Licensed Vocational Nurse,18968,0.35
633,106090933,2009,Aides & Orderlies,3559,0.07
634,106090933,2009,Clerical & Other Administrative,658207,12.25
635,106090933,2009,Environmental & Food Services,128061,2.38
636,106090933,2009,Other,99152,1.85
637,106090933,2009,Contracted Registry Nursing,9506,0.18
638,106090933,2009,Contracted Other,23018,0.43
639,106090933,2009,Daily Cost Centers,456440,8.5
640,106090933,2009,Ambulatory Cost Centers,377804,7.03
641,106090933,2009,Ancillary Cost Centers,395691,7.37
642,106090933,2009,Education Cost Centers,0,0.0
643,106090933,2009,General Services Cost Centers,327913,6.1
644,106090933,2009,Fiscal Services Cost Centers,238774,4.44
645,106090933,2009,Administrative Services Cost Centers,283539,5.28
646,106094002,2009,Management & Supervision,0,0.0
647,106094002,2009,Technician & Specialist,0,0.0
648,106094002,2009,Registered Nurse,0,0.0
649,106094002,2009,Licensed Vocational Nurse,0,0.0
650,106094002,2009,Aides & Orderlies,0,0.0
651,106094002,2009,Clerical & Other Administrative,0,0.0
652,106094002,2009,Environmental & Food Services,0,0.0
653,106094002,2009,Other,0,0.0
654,106094002,2009,Contracted Registry Nursing,0,0.0
655,106094002,2009,Contracted Other,0,0.0
656,106094002,2009,Daily Cost Centers,0,0.0
657,106094002,2009,Ambulatory Cost Centers,0,0.0
658,106094002,2009,Ancillary Cost Centers,0,0.0
659,106094002,2009,Education Cost Centers,0,0.0
660,106094002,2009,General Services Cost Centers,0,0.0
661,106094002,2009,Fiscal Services Cost Centers,0,0.0
662,106094002,2009,Administrative Services Cost Centers,0,0.0
663,106100005,2009,Management & Supervision,87878,1.49
664,106100005,2009,Technician & Specialist,263037,4.47
665,106100005,2009,Registered Nurse,468880,7.96
666,106100005,2009,Licensed Vocational Nurse,23951,0.41
667,106100005,2009,Aides & Orderlies,199490,3.39
668,106100005,2009,Clerical & Other Administrative,217363,3.69
669,106100005,2009,Environmental & Food Services,109866,1.87
670,106100005,2009,Other,192999,3.28
671,106100005,2009,Contracted Registry Nursing,11251,0.19
672,106100005,2009,Contracted Other,9364,0.16
673,106100005,2009,Daily Cost Centers,499601,8.48
674,106100005,2009,Ambulatory Cost Centers,136511,2.32
675,106100005,2009,Ancillary Cost Centers,528336,8.97
676,106100005,2009,Education Cost Centers,0,0.0
677,106100005,2009,General Services Cost Centers,291637,4.95
678,106100005,2009,Fiscal Services Cost Centers,57708,0.98
679,106100005,2009,Administrative Services Cost Centers,70286,1.19
680,106100697,2009,Management & Supervision,16977,0.31
681,106100697,2009,Technician & Specialist,41288,0.75
682,106100697,2009,Registered Nurse,19703,0.36
683,106100697,2009,Licensed Vocational Nurse,33447,0.61
684,106100697,2009,Aides & Orderlies,118372,2.16
685,106100697,2009,Clerical & Other Administrative,80040,1.46
686,106100697,2009,Environmental & Food Services,83717,1.53
687,106100697,2009,Other,0,0.0
688,106100697,2009,Contracted Registry Nursing,55994,1.02
689,106100697,2009,Contracted Other,13260,0.24
690,106100697,2009,Daily Cost Centers,214690,3.91
691,106100697,2009,Ambulatory Cost Centers,32326,0.59
692,106100697,2009,Ancillary Cost Centers,63944,1.17
693,106100697,2009,Education Cost Centers,0,0.0
694,106100697,2009,General Services Cost Centers,98106,1.79
695,106100697,2009,Fiscal Services Cost Centers,31808,0.58
696,106100697,2009,Administrative Services Cost Centers,21924,0.4
697,106100717,2009,Management & Supervision,291189,0.94
698,106100717,2009,Technician & Specialist,1350352,4.37
699,106100717,2009,Registered Nurse,2103146,6.81
700,106100717,2009,Licensed Vocational Nurse,245778,0.8
701,106100717,2009,Aides & Orderlies,1205853,3.9
702,106100717,2009,Clerical & Other Administrative,1098966,3.56
703,106100717,2009,Environmental & Food Services,467655,1.51
704,106100717,2009,Other,587252,1.9
705,106100717,2009,Contracted Registry Nursing,227690,0.74
706,106100717,2009,Contracted Other,44282,0.14
707,106100717,2009,Daily Cost Centers,2473556,8.01
708,106100717,2009,Ambulatory Cost Centers,1096531,3.55
709,106100717,2009,Ancillary Cost Centers,2164142,7.01
710,106100717,2009,Education Cost Centers,30106,0.1
711,106100717,2009,General Services Cost Centers,1291701,4.18
712,106100717,2009,Fiscal Services Cost Centers,189460,0.61
713,106100717,2009,Administrative Services Cost Centers,376667,1.22
714,106100745,2009,Management & Supervision,13232,1.13
715,106100745,2009,Technician & Specialist,7435,0.64
716,106100745,2009,Registered Nurse,124,0.01
717,106100745,2009,Licensed Vocational Nurse,9267,0.79
718,106100745,2009,Aides & Orderlies,23581,2.01
719,106100745,2009,Clerical & Other Administrative,20484,1.75
720,106100745,2009,Environmental & Food Services,9865,0.84
721,106100745,2009,Other,3334,0.28
722,106100745,2009,Contracted Registry Nursing,0,0.0
723,106100745,2009,Contracted Other,10449,0.89
724,106100745,2009,Daily Cost Centers,32574,2.78
725,106100745,2009,Ambulatory Cost Centers,15028,1.28
726,106100745,2009,Ancillary Cost Centers,7746,0.66
727,106100745,2009,Education Cost Centers,0,0.0
728,106100745,2009,General Services Cost Centers,16367,1.4
729,106100745,2009,Fiscal Services Cost Centers,9969,0.85
730,106100745,2009,Administrative Services Cost Centers,16087,1.37
731,106100797,2009,Management & Supervision,66727,4.51
732,106100797,2009,Technician & Specialist,47095,3.18
733,106100797,2009,Registered Nurse,64920,4.39
734,106100797,2009,Licensed Vocational Nurse,19481,1.32
735,106100797,2009,Aides & Orderlies,80962,5.47
736,106100797,2009,Clerical & Other Administrative,104483,7.06
737,106100797,2009,Environmental & Food Services,35402,2.39
738,106100797,2009,Other,7923,0.54
739,106100797,2009,Contracted Registry Nursing,5247,0.35
740,106100797,2009,Contracted Other,954,0.06
741,106100797,2009,Daily Cost Centers,85183,5.75
742,106100797,2009,Ambulatory Cost Centers,99417,6.72
743,106100797,2009,Ancillary Cost Centers,100576,6.79
744,106100797,2009,Education Cost Centers,0,0.0
745,106100797,2009,General Services Cost Centers,60315,4.07
746,106100797,2009,Fiscal Services Cost Centers,48874,3.3
747,106100797,2009,Administrative Services Cost Centers,38829,2.62
748,106100899,2009,Management & Supervision,232084,1.39
749,106100899,2009,Technician & Specialist,1197519,7.2
750,106100899,2009,Registered Nurse,1305340,7.84
751,106100899,2009,Licensed Vocational Nurse,22173,0.13
752,106100899,2009,Aides & Orderlies,313451,1.88
753,106100899,2009,Clerical & Other Administrative,836226,5.02
754,106100899,2009,Environmental & Food Services,338406,2.03
755,106100899,2009,Other,332310,2.0
756,106100899,2009,Contracted Registry Nursing,46732,0.28
757,106100899,2009,Contracted Other,55235,0.33
758,106100899,2009,Daily Cost Centers,1402367,8.43
759,106100899,2009,Ambulatory Cost Centers,302446,1.82
760,106100899,2009,Ancillary Cost Centers,1208305,7.26
761,106100899,2009,Education Cost Centers,3952,0.02
762,106100899,2009,General Services Cost Centers,924882,5.56
763,106100899,2009,Fiscal Services Cost Centers,260401,1.56
764,106100899,2009,Administrative Services Cost Centers,569719,3.42
765,106104023,2009,Management & Supervision,216483,11.54
766,106104023,2009,Technician & Specialist,77405,4.13
767,106104023,2009,Registered Nurse,51557,2.75
768,106104023,2009,Licensed Vocational Nurse,40424,2.16
769,106104023,2009,Aides & Orderlies,20885,1.11
770,106104023,2009,Clerical & Other Administrative,15923,0.85
771,106104023,2009,Environmental & Food Services,6298,0.34
772,106104023,2009,Other,6903,0.37
773,106104023,2009,Contracted Registry Nursing,0,0.0
774,106104023,2009,Contracted Other,0,0.0
775,106104023,2009,Daily Cost Centers,156445,8.34
776,106104023,2009,Ambulatory Cost Centers,87202,4.65
777,106104023,2009,Ancillary Cost Centers,46607,2.49
778,106104023,2009,Education Cost Centers,0,0.0
779,106104023,2009,General Services Cost Centers,49759,2.65
780,106104023,2009,Fiscal Services Cost Centers,10682,0.57
781,106104023,2009,Administrative Services Cost Centers,85183,4.54
782,106104047,2009,Management & Supervision,35549,3.97
783,106104047,2009,Technician & Specialist,63486,7.1
784,106104047,2009,Registered Nurse,106215,11.88
785,106104047,2009,Licensed Vocational Nurse,2522,0.28
786,106104047,2009,Aides & Orderlies,33877,3.79
787,106104047,2009,Clerical & Other Administrative,55392,6.19
788,106104047,2009,Environmental & Food Services,40500,4.53
789,106104047,2009,Other,3241,0.36
790,106104047,2009,Contracted Registry Nursing,6285,0.7
791,106104047,2009,Contracted Other,3422,0.38
792,106104047,2009,Daily Cost Centers,65472,7.32
793,106104047,2009,Ambulatory Cost Centers,0,0.0
794,106104047,2009,Ancillary Cost Centers,128737,14.39
795,106104047,2009,Education Cost Centers,0,0.0
796,106104047,2009,General Services Cost Centers,80900,9.05
797,106104047,2009,Fiscal Services Cost Centers,51393,5.75
798,106104047,2009,Administrative Services Cost Centers,23987,2.68
799,106104062,2009,Management & Supervision,0,0.0
800,106104062,2009,Technician & Specialist,0,0.0
801,106104062,2009,Registered Nurse,712141,23.7
802,106104062,2009,Licensed Vocational Nurse,2172,0.07
803,106104062,2009,Aides & Orderlies,93445,3.11
804,106104062,2009,Clerical & Other Administrative,0,0.0
805,106104062,2009,Environmental & Food Services,0,0.0
806,106104062,2009,Other,1275924,42.46
807,106104062,2009,Contracted Registry Nursing,2169,0.07
808,106104062,2009,Contracted Other,0,0.0
809,106104062,2009,Daily Cost Centers,874764,29.11
810,106104062,2009,Ambulatory Cost Centers,0,0.0
811,106104062,2009,Ancillary Cost Centers,236356,7.86
812,106104062,2009,Education Cost Centers,0,0.0
813,106104062,2009,General Services Cost Centers,384759,12.8
814,106104062,2009,Fiscal Services Cost Centers,0,0.0
815,106104062,2009,Administrative Services Cost Centers,582781,19.39
816,106104089,2009,Management & Supervision,0,0.0
817,106104089,2009,Technician & Specialist,0,0.0
818,106104089,2009,Registered Nurse,0,0.0
819,106104089,2009,Licensed Vocational Nurse,0,0.0
820,106104089,2009,Aides & Orderlies,0,0.0
821,106104089,2009,Clerical & Other Administrative,0,0.0
822,106104089,2009,Environmental & Food Services,0,0.0
823,106104089,2009,Other,0,0.0
824,106104089,2009,Contracted Registry Nursing,0,0.0
825,106104089,2009,Contracted Other,0,0.0
826,106104089,2009,Daily Cost Centers,0,0.0
827,106104089,2009,Ambulatory Cost Centers,0,0.0
828,106104089,2009,Ancillary Cost Centers,0,0.0
829,106104089,2009,Education Cost Centers,0,0.0
830,106104089,2009,General Services Cost Centers,0,0.0
831,106104089,2009,Fiscal Services Cost Centers,0,0.0
832,106104089,2009,Administrative Services Cost Centers,0,0.0
833,106105029,2009,Management & Supervision,64511,4.57
834,106105029,2009,Technician & Specialist,195254,13.84
835,106105029,2009,Registered Nurse,178764,12.67
836,106105029,2009,Licensed Vocational Nurse,1431,0.1
837,106105029,2009,Aides & Orderlies,6704,0.48
838,106105029,2009,Clerical & Other Administrative,70423,4.99
839,106105029,2009,Environmental & Food Services,67233,4.76
840,106105029,2009,Other,0,0.0
841,106105029,2009,Contracted Registry Nursing,4581,0.32
842,106105029,2009,Contracted Other,876,0.06
843,106105029,2009,Daily Cost Centers,160364,11.36
844,106105029,2009,Ambulatory Cost Centers,23132,1.64
845,106105029,2009,Ancillary Cost Centers,185231,13.13
